QGC WPL 110
0	1	0	16	0	0	0	0	53.1019446	107.3774394	846.220000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10208630	107.37741800	5.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10219260	107.37750650	5.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10231020	107.37767010	5.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10236820	107.37794640	5.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10239230	107.37827360	5.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10232790	107.37860890	5.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10219910	107.37876980	5.000000	1
9	0	3	183	5.00000000	1200.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10202840	107.37881810	5.000000	1
11	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10188180	107.37866790	5.000000	1
12	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10182060	107.37827900	5.000000	1
13	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10179000	107.37781490	5.000000	1
14	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10184800	107.37755750	5.000000	1
15	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	53.10194460	107.37743940	5.000000	1
16	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	53.10194460	107.37743940	846.220000	1
